path	size_lines	mtime
docs/audit/2026-06-11-full-repo-audit/risk-paths/.dracon.risk.tsv	3785	89	2026-06-11 01:26:44.149237782 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/dracon-utilities.risk.tsv	4005	66	2026-06-11 01:26:44.134237524 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/folder-auto-banner.risk.tsv	1954	33	2026-06-11 01:26:44.054236148 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/Junk-Runner-bevy.risk.tsv	13615	245	2026-06-11 01:26:44.158237937 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/kiki-sassy-desktop-announcer.risk.tsv	134	5	2026-06-11 01:26:44.167611266 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/one-mil-girls.risk.tsv	13553	259	2026-06-11 01:26:44.047236027 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/pully-fully-pull-based-fleet-reconciler.risk.tsv	2666	52	2026-06-11 01:26:44.051236096 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/rust-ai-web-auto.risk.tsv	2465	47	2026-06-11 01:26:44.120952080 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/video-factory.risk.tsv	292	7	2026-06-11 01:26:44.117579251 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/video-uploader.risk.tsv	360	10	2026-06-11 01:26:44.124119923 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/youtube-video-uploader.risk.tsv	360	10	2026-06-11 01:26:44.145528533 +0100
docs/audit/2026-06-11-full-repo-audit/strategy-audit/cross-ref.tsv	6521	23	2026-06-11 18:28:16.759650818 +0100
docs/audit/2026-06-11-full-repo-audit/strategy-audit/doc-inventory.tsv	908	18	2026-06-11 18:28:16.759650818 +0100
docs/audit/2026-06-11-full-repo-audit/strategy-audit/recommendations.tsv	2668	13	2026-06-11 18:28:16.759650818 +0100
docs/audit/2026-06-11-full-repo-audit/strategy-audit/REPORT.md	18651	156	2026-06-11 18:28:16.758686999 +0100
docs/audit/2026-06-11-full-repo-audit/validation/ai-auto-repo-rot-scanner-todo-agent-test.log	53	1	2026-06-11 01:33:20.958966496 +0100
docs/audit/2026-06-11-full-repo-audit/validation/ai-auto-writer-clippy-final.log	5726	148	2026-06-11 01:33:20.962618092 +0100
docs/audit/2026-06-11-full-repo-audit/validation/ai-auto-writer-test-final.log	26937	370	2026-06-11 01:33:20.961528515 +0100
docs/audit/2026-06-11-full-repo-audit/validation/ai-auto-writer-test.log	52	1	2026-06-11 01:33:20.960060837 +0100
docs/audit/2026-06-11-full-repo-audit/validation/folder-auto-banner-test.log	41	1	2026-06-11 01:33:20.957600076 +0100
docs/audit/2026-06-11-full-repo-audit/validation/kiki-sassy-desktop-announcer-test.log	41	1	2026-06-11 01:33:20.965060923 +0100
docs/audit/2026-06-11-full-repo-audit/validation/rust-repos-validation.log	480610	9762	2026-06-11 01:33:20.955060751 +0100
docs/audit/2026-06-11-full-repo-audit/validation/video-uploader-test.log	42	1	2026-06-11 01:33:20.963670219 +0100
docs/audit/audit-2026-06-06-full.md	59746	1078	2026-06-06 21:55:04.485256930 +0100
docs/audit/audit-2026-06-06.md	14639	279	2026-06-06 16:18:19.645858816 +0100
docs/audit/audit-2026-06-07-delta.md	26380	430	2026-06-07 23:12:54.551021273 +0100
docs/audit/audit-2026-06-07-delta-summary.md	3217	70	2026-06-07 23:13:16.497387608 +0100
